Date_s,Open_s,High_s,Low_s,Close_s,AdjClose_s,Volume_s,Date_m,Open_m,High_m,Low_m,Close_m,AdjClose_m,Volume_m
3/24/2020,150,160,140,150,150,13433700,3/24/2020,3989.51709,4123.562012,3911.716064,3937.63208,3937.63208,45744100
3/26/2020,150,176,150,170,170,42121700,3/26/2020,3937.63208,4370.660156,3935.914063,4338.903809,4338.903809,81100100
3/27/2020,174,202,172,185,185,63348500,3/27/2020,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,77851100
3/30/2020,182,182,173,175,175,14636900,3/30/2020,4545.570801,4545.570801,4317.713867,4414.5,4414.5,27552200
3/31/2020,175,189,175,181,181,15991300,3/31/2020,4414.5,4569.473145,4414.5,4538.930176,4538.930176,43426600
4/1/2020,183,189,180,182,182,18902900,4/1/2020,4538.930176,4627.417969,4445.138184,4466.037109,4466.037109,41848000
4/2/2020,182,191,174,183,183,21195400,4/2/2020,4466.037109,4531.685059,4393.668945,4531.685059,4531.685059,46011500
4/3/2020,185,195,182,191,191,25774900,4/3/2020,4531.685059,4623.429199,4531.685059,4623.429199,4623.429199,58684300
4/6/2020,191,218,189,210,210,42961500,4/6/2020,4623.429199,4811.827148,4623.429199,4811.827148,4811.827148,70452900
4/7/2020,214,230,210,218,218,31701100,4/7/2020,4811.827148,4975.536133,4721.721191,4778.63916,4778.63916,86224800
4/8/2020,218,228,204,204,204,20290500,4/8/2020,4778.63916,4780.214844,4583.900879,4626.694824,4626.694824,45557700
4/9/2020,204,220,200,210,210,15768100,4/9/2020,4626.694824,4669.709961,4562.901855,4649.079102,4649.079102,53523100
4/13/2020,210,216,202,208,208,7143000,4/13/2020,4649.079102,4659.029785,4591.728027,4623.894043,4623.894043,45586600
4/14/2020,208,214,206,210,210,27340100,4/14/2020,4623.894043,4706.491211,4623.894043,4706.491211,4706.491211,55226400
4/15/2020,212,214,198,199,199,20969100,4/15/2020,4706.491211,4747.725098,4605.054199,4625.904785,4625.904785,63059600
4/16/2020,200,202,190,192,192,13536400,4/16/2020,4480.606934,4480.606934,4480.606934,4480.606934,4480.606934,0
4/17/2020,196,200,194,197,197,15710500,4/17/2020,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,54547300
4/20/2020,198,198,191,193,193,15161400,4/20/2020,4634.820801,4669.541992,4573.773926,4575.904785,4575.904785,52113500
4/21/2020,196,196,182,183,183,13348800,4/21/2020,4575.904785,4575.904785,4482.63916,4501.918945,4501.918945,42328500
4/22/2020,183,183,177,182,182,8551600,4/22/2020,4501.918945,4580.680176,4441.089844,4567.562012,4567.562012,48368900
4/23/2020,183,187,179,179,179,19096800,4/23/2020,4567.562012,4629.025879,4567.562012,4593.554199,4593.554199,49463700
4/24/2020,177,177,167,167,167,31516400,4/24/2020,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,46122600
4/27/2020,168,168,157,162,162,13003600,4/27/2020,4496.063965,4541.312012,4474.893066,4513.141113,4513.141113,36774700
4/28/2020,164,193,163,184,184,67487200,4/28/2020,4513.141113,4532.378906,4494.470215,4529.554199,4529.554199,45440500
4/29/2020,185,188,179,180,180,20967700,4/29/2020,4529.554199,4568.665039,4523.955078,4567.323242,4567.323242,41461800
4/30/2020,186,191,182,188,188,32721600,4/30/2020,4567.323242,4726.773926,4567.323242,4716.402832,4716.402832,60229700
5/4/2020,185,188,177,181,181,25689500,5/4/2020,4716.402832,4716.402832,4576.228027,4605.486816,4605.486816,39084200
5/5/2020,181,210,181,198,198,72208800,5/5/2020,4605.486816,4667.786133,4605.486816,4630.132813,4630.132813,47829500
5/6/2020,200,210,200,206,206,49666300,5/6/2020,4630.132813,4647.524902,4597.750977,4608.790039,4608.790039,45079300
5/8/2020,210,252,210,246,246,363243100,5/8/2020,4608.790039,4630.588867,4586.73877,4597.430176,4597.430176,47798700
5/11/2020,250,262,230,230,230,158468400,5/11/2020,4597.430176,4659.861816,4597.430176,4639.10498,4639.10498,45461000
5/12/2020,232,242,220,224,224,64387600,5/12/2020,4639.10498,4644.134766,4552.387207,4588.733887,4588.733887,46906900
5/13/2020,224,244,220,234,234,99021100,5/13/2020,4588.733887,4588.733887,4519.978027,4554.358887,4554.358887,45092300
5/14/2020,232,252,230,234,234,154846100,5/14/2020,4554.358887,4564.149902,4494.153809,4513.833984,4513.833984,47342600
5/15/2020,238,242,224,224,224,67191400,5/15/2020,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,46257200
5/18/2020,216,232,216,228,228,49462700,5/18/2020,4507.606934,4527.967773,4487.179199,4511.058105,4511.058105,45156900
5/19/2020,232,238,220,222,222,36781800,5/19/2020,4511.058105,4609.041992,4511.058105,4548.655762,4548.655762,51665300
5/20/2020,224,226,220,222,222,14357900,5/20/2020,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800
5/26/2020,222,232,222,226,226,27684500,5/26/2020,4545.952148,4634.652832,4541.833984,4626.798828,4626.798828,53757500
5/27/2020,228,240,224,234,234,90431300,5/27/2020,4626.798828,4641.555176,4597.37207,4641.555176,4641.555176,60985400
5/28/2020,236,240,230,234,234,66797500,5/28/2020,4641.555176,4741.603027,4638.808105,4716.185059,4716.185059,68549600
5/29/2020,236,246,230,238,238,62084800,5/29/2020,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,104791300
6/2/2020,242,254,238,250,250,102089600,6/2/2020,4753.611816,4884.01123,4753.611816,4847.506836,4847.506836,73135500
6/3/2020,250,256,240,246,246,60975800,6/3/2020,4847.506836,4960.070801,4847.506836,4941.005859,4941.005859,101631500
6/4/2020,250,250,238,240,240,31079500,6/4/2020,4941.005859,5014.76416,4899.390137,4916.704102,4916.704102,110933800
6/5/2020,238,276,230,276,276,129864800,6/5/2020,4916.704102,4948.512207,4851.148926,4947.782227,4947.782227,86864800
6/8/2020,280,300,266,290,290,156030600,6/8/2020,4947.782227,5103.085938,4947.782227,5070.561035,5070.561035,138169200
6/9/2020,300,310,274,284,284,110021900,6/9/2020,5070.561035,5139.405762,5023.76709,5035.055176,5035.055176,115140600
6/10/2020,284,298,266,274,274,69365800,6/10/2020,5035.055176,5036.855957,4892.817871,4920.682129,4920.682129,84234700
6/11/2020,274,288,260,284,284,72332800,6/11/2020,4920.682129,4931.242188,4812.192871,4854.753906,4854.753906,71655200
6/12/2020,284,284,268,278,278,38560400,6/12/2020,4854.753906,4880.358887,4712.073242,4880.358887,4880.358887,80885000
6/15/2020,280,282,268,268,268,17366600,6/15/2020,4880.358887,4918.056152,4809.619141,4816.335938,4816.335938,64138400
6/16/2020,268,286,268,280,280,34166800,6/16/2020,4816.335938,4989.526855,4816.335938,4986.458008,4986.458008,75836700
6/17/2020,290,290,276,276,276,22667800,6/17/2020,4986.458008,5018.984863,4968.925781,4987.775879,4987.775879,68366200
6/18/2020,276,284,272,276,276,25838700,6/18/2020,4987.775879,4993.61377,4925.248047,4925.248047,4925.248047,70877500
6/19/2020,276,284,274,274,274,16847400,6/19/2020,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,57556700
6/22/2020,276,278,270,274,274,15252700,6/22/2020,4942.274902,4957.666016,4904.766113,4918.831055,4918.831055,47869800
6/23/2020,274,274,268,272,272,9093400,6/23/2020,4918.831055,4938.394043,4879.132813,4879.132813,4879.132813,54884300
6/24/2020,276,276,270,272,272,16771000,6/24/2020,4879.132813,4977.650879,4879.132813,4964.734863,4964.734863,62466500
6/25/2020,270,270,262,266,266,16163500,6/25/2020,4964.734863,4964.734863,4883.709961,4896.72998,4896.72998,50705900
6/26/2020,268,272,266,266,266,7502300,6/26/2020,4896.72998,4941.138184,4882.141113,4904.087891,4904.087891,44280300
6/29/2020,268,268,250,252,252,44109400,6/29/2020,4904.087891,4909.905762,4862.041016,4901.817871,4901.817871,44174500
6/30/2020,254,260,244,246,246,48370800,6/30/2020,4901.817871,4939.839844,4894.120117,4905.39209,4905.39209,51279100
7/1/2020,246,252,240,244,244,18436200,7/1/2020,4905.39209,4928.611816,4885.602051,4914.388184,4914.388184,43243400
7/2/2020,244,258,244,248,248,48141100,7/2/2020,4914.388184,4966.779785,4914.388184,4966.779785,4966.779785,55396200
7/3/2020,250,254,244,244,244,36877300,7/3/2020,4966.779785,4997.481934,4964.10791,4973.793945,4973.793945,55723400
7/6/2020,246,252,246,250,250,13443500,7/6/2020,4973.793945,5009.345215,4973.490234,4988.866211,4988.866211,64282100
7/7/2020,252,254,248,248,248,13451200,7/7/2020,4988.866211,5011.712891,4982.333984,4987.082031,4987.082031,72834600
7/8/2020,248,256,246,248,248,32663100,7/8/2020,4987.082031,5080.251953,4985.01709,5076.173828,5076.173828,73499000
7/9/2020,250,280,250,266,266,253142900,7/9/2020,5076.173828,5111.563965,5041.930176,5052.793945,5052.793945,79794300
7/10/2020,268,270,258,258,258,50930900,7/10/2020,5052.793945,5076.520996,5022.169922,5031.255859,5031.255859,67684500
7/13/2020,258,264,252,258,258,30131900,7/13/2020,5031.255859,5075.098145,5024.934082,5064.446777,5064.446777,65331900
7/14/2020,258,266,252,260,260,59224400,7/14/2020,5064.446777,5079.12207,5053.722168,5079.12207,5079.12207,71530500
7/15/2020,260,268,258,258,258,25673600,7/15/2020,5079.12207,5116.463867,5069.380859,5075.797852,5075.797852,82580500
7/16/2020,272,284,262,264,264,203813000,7/16/2020,5075.797852,5107.259766,5075.797852,5098.374023,5098.374023,68710400
7/17/2020,266,268,258,260,260,27321800,7/17/2020,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,61709100
7/20/2020,256,262,254,256,256,23324500,7/20/2020,5079.584961,5100.191895,5031.888184,5051.105957,5051.105957,68632100
7/21/2020,256,264,254,258,258,31566600,7/21/2020,5051.105957,5135.559082,5047.085938,5114.708984,5114.708984,83156800
7/22/2020,260,262,256,256,256,21670100,7/22/2020,5114.708984,5142.043945,5099.566895,5110.187012,5110.187012,79454100
7/23/2020,260,268,254,260,260,47295400,7/23/2020,5110.220215,5162.97998,5110.220215,5145.009766,5145.009766,98800000
7/24/2020,260,260,256,256,256,14183700,7/24/2020,5145.01123,5149.589844,5074.492188,5082.991211,5082.991211,97013800
7/27/2020,258,260,252,254,254,29708300,7/27/2020,5082.991211,5116.666016,5080.121094,5116.666016,5116.666016,103523300
7/28/2020,254,254,250,252,252,23142900,7/28/2020,5116.666016,5143.286133,5097.418945,5112.98877,5112.98877,91890400
7/29/2020,250,252,242,248,248,30832600,7/29/2020,5111.109863,5149.629883,5091.399902,5149.629883,5149.629883,80750000
7/30/2020,248,250,242,244,244,16672700,7/30/2020,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900
8/3/2020,246,248,228,232,232,40436300,8/3/2020,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,83815200
8/4/2020,234,240,228,238,238,14965400,8/4/2020,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,73766600
8/5/2020,240,242,230,240,240,19586200,8/5/2020,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300
8/6/2020,242,260,238,258,258,73434600,8/6/2020,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400
8/7/2020,270,280,260,260,260,227156100,8/7/2020,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,91282400
8/10/2020,246,262,246,252,252,36076200,8/10/2020,5157.833984,5157.833984,5157.833984,5157.833984,5157.833984,0
8/11/2020,262,262,252,256,256,18861100,8/11/2020,5157.930176,5201.450195,5157.930176,5190.169922,5190.169922,88400000
8/12/2020,256,258,250,254,254,23168600,8/12/2020,5190.166016,5235.52002,5178.458984,5233.452148,5233.452148,96807400
8/13/2020,256,256,252,256,256,17965600,8/13/2020,5233.452148,5279.349121,5218.413086,5239.25,5239.25,84601700
8/14/2020,250,258,250,250,250,23779300,8/14/2020,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,70397600
8/18/2020,250,266,250,256,256,44131100,8/18/2020,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,95642400
8/19/2020,256,260,254,254,254,14694700,8/19/2020,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,92676400
8/24/2020,256,260,252,254,254,21297900,8/24/2020,5272.810059,5294.153809,5261.408203,5277.041016,5277.041016,138410800
8/25/2020,254,272,254,262,262,211067000,8/25/2020,5277.041016,5341.376953,5276.957031,5338.888184,5338.888184,146510200
8/26/2020,264,266,254,256,256,42894800,8/26/2020,5338.888184,5351.471191,5324.612793,5340.328125,5340.328125,137729200
8/27/2020,258,262,254,254,254,25737100,8/27/2020,5340.328125,5371.472168,5325.487793,5371.472168,5371.472168,134549700
8/28/2020,264,264,254,260,260,29658600,8/28/2020,5371.472168,5381.948242,5325.60498,5346.65918,5346.65918,107955900
8/31/2020,264,266,252,252,252,37528900,8/31/2020,5346.65918,5369.446777,5233.143066,5238.486816,5238.486816,124088000
9/1/2020,252,260,252,254,254,14779400,9/1/2020,5238.486816,5310.679199,5219.208008,5310.679199,5310.679199,90465800
9/2/2020,254,258,254,254,254,9437700,9/2/2020,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,121613800
9/3/2020,258,260,252,254,254,10945900,9/3/2020,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,136923000
9/4/2020,256,256,248,252,252,18196700,9/4/2020,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,95095800
9/7/2020,256,260,254,256,256,42671600,9/7/2020,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,80111600
9/8/2020,258,268,254,256,256,94258600,9/8/2020,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,103353200
9/9/2020,250,256,248,250,250,29265900,9/9/2020,5214.032227,5216.02002,5135.812012,5149.375977,5149.375977,101220300
9/10/2020,246,248,234,234,234,36873400,9/10/2020,5084.326172,5084.483887,4878.279785,4891.460938,4891.460938,82384700
9/11/2020,226,238,218,232,232,53661300,9/11/2020,4804.644043,5016.711914,4754.798828,5016.711914,5016.711914,125812400
9/14/2020,232,242,232,240,240,17357700,9/14/2020,5060.023926,5161.828125,5059.26709,5161.828125,5161.828125,109865600
9/15/2020,242,246,238,240,240,14034000,9/15/2020,5169.245117,5187.278809,5091.293945,5100.865234,5100.865234,113645500
9/16/2020,242,242,236,236,236,5332600,9/16/2020,5108.12793,5117.287109,5051.753906,5058.481934,5058.481934,88769100
9/17/2020,238,240,234,236,236,4647300,9/17/2020,5058.950195,5099.577148,5013.186035,5038.400879,5038.400879,85305000
9/18/2020,234,238,234,236,236,4337900,9/18/2020,5037.369141,5072.680176,5023.443848,5059.223145,5059.223145,105751600
9/21/2020,236,238,230,230,230,9174000,9/21/2020,5058.990234,5075.818848,4987.748047,4999.359863,4999.359863,106452100
9/22/2020,230,230,220,222,222,14400900,9/22/2020,4947.730957,4978.440918,4919.109863,4934.092773,4934.092773,74792200
9/23/2020,224,228,216,218,218,15976700,9/23/2020,4946.50293,4984.23877,4873.020996,4917.955078,4917.955078,70609200
9/24/2020,214,218,206,210,210,13692900,9/24/2020,4876.351074,4897.336914,4820.331055,4842.755859,4842.755859,65673400
9/25/2020,212,226,210,220,220,13521200,9/25/2020,4867.962891,4949.303223,4848.024902,4945.791016,4945.791016,88843900
9/28/2020,224,230,216,216,216,9790500,9/28/2020,4962.953125,4991.762207,4905.51123,4906.547852,4906.547852,83772300
9/29/2020,222,224,216,218,218,6301700,9/29/2020,4929.333008,4950.967773,4859.786133,4879.098145,4879.098145,86481700
9/30/2020,218,220,214,214,214,3602900,9/30/2020,4896.432129,4903.86377,4841.361816,4870.039063,4870.039063,85378000
10/1/2020,214,220,214,220,220,7168900,10/1/2020,4899.644043,4970.094238,4898.99707,4970.094238,4970.094238,96362100
10/2/2020,230,230,218,222,222,8922900,10/2/2020,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,88815300
10/5/2020,216,228,216,222,222,3719400,10/5/2020,4947.040039,4962.792969,4915.685059,4958.769043,4958.769043,70868100
10/6/2020,224,232,224,228,228,14208400,10/6/2020,5004.395996,5023.894043,4992.481934,4999.221191,4999.221191,108547800
10/7/2020,228,230,224,228,228,5337900,10/7/2020,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,92870700
10/8/2020,230,236,228,230,230,20525800,10/8/2020,5018.736816,5039.14209,5001.519043,5039.14209,5039.14209,80288700
10/9/2020,234,238,230,236,236,14167900,10/9/2020,5036.476074,5057.835938,5029.151855,5053.663086,5053.663086,69016600
10/12/2020,236,240,230,230,230,20771400,10/12/2020,5078.128906,5103.50293,5078.128906,5093.099121,5093.099121,91642100
10/13/2020,234,236,230,234,234,15181500,10/13/2020,5093.421875,5132.958984,5064.170898,5132.571777,5132.571777,110621000
10/14/2020,232,240,232,240,240,39316200,10/14/2020,5134.662109,5177.924805,5125.044922,5176.099121,5176.099121,119876700
10/15/2020,250,274,244,246,246,232896700,10/15/2020,5172.59082,5182.530762,5105.149902,5105.149902,5105.149902,110523700
10/16/2020,246,250,240,244,244,20977000,10/16/2020,5111.434082,5115.558105,5067.588867,5103.414063,5103.414063,92480400
10/19/2020,244,250,244,244,244,9718300,10/19/2020,5116.757813,5128.651855,5090.776855,5126.330078,5126.330078,111112200
10/20/2020,244,246,238,240,240,14236600,10/20/2020,5120.913086,5135.078125,5080.956055,5099.839844,5099.839844,88592600
10/21/2020,240,248,240,242,242,15010800,10/21/2020,5116.790039,5131.506836,5083.660156,5096.445801,5096.445801,104786700
10/22/2020,244,244,240,242,242,5841300,10/22/2020,5084.790039,5093.825195,5063.696777,5091.815918,5091.815918,122922500
10/23/2020,246,248,242,244,244,12356300,10/23/2020,5112.787109,5121.02002,5095.506836,5112.187988,5112.187988,95498300
10/26/2020,246,248,240,242,242,12842300,10/26/2020,5113.148926,5158.265137,5113.022949,5144.048828,5144.048828,103314100
10/27/2020,242,244,238,240,240,12465600,10/27/2020,5133.537109,5155.565918,5110.618164,5128.225098,5128.225098,107122400
11/2/2020,240,240,232,238,238,17434500,11/2/2020,5108.028809,5130.686035,5073.5,5115.12793,5115.12793,97646200
11/3/2020,240,244,240,242,242,15166100,11/3/2020,5133.981934,5162.347168,5131.949219,5159.452148,5159.452148,101351100
11/4/2020,242,248,238,238,238,19000400,11/4/2020,5170.823242,5188.008789,5105.199219,5105.199219,5105.199219,103974300
11/5/2020,240,244,238,242,242,9371600,11/5/2020,5161.390137,5260.326172,5161.390137,5260.326172,5260.326172,108832000
11/6/2020,242,246,238,242,242,19757700,11/6/2020,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,104732100
11/9/2020,242,268,242,258,258,173528300,11/9/2020,5371.971191,5395.711914,5319.419922,5356.004883,5356.004883,121516500
11/10/2020,280,304,270,300,300,595315400,11/10/2020,5424.731934,5469.183105,5412.594238,5462.73877,5462.73877,149596500
11/11/2020,300,308,282,288,288,284948800,11/11/2020,5475.564941,5520.908203,5471.591797,5509.513184,5509.513184,165238700
11/12/2020,288,350,282,318,318,1096503100,11/12/2020,5494.484863,5500.416016,5449.796875,5458.602051,5458.602051,119777900
11/13/2020,320,340,318,328,328,306551000,11/13/2020,5449.101074,5466.563965,5427.631836,5461.058105,5461.058105,113428800
11/16/2020,332,340,322,322,322,104178000,11/16/2020,5500.03418,5519.679199,5462.459961,5494.87207,5494.87207,119907500
11/17/2020,322,344,322,330,330,224666700,11/17/2020,5516.580078,5562.537109,5515.519043,5529.939941,5529.939941,146811400
11/18/2020,332,396,330,392,392,795194600,11/18/2020,5530.875977,5574.728027,5530.875977,5557.518066,5557.518066,140753000
11/19/2020,390,402,378,390,390,348998900,11/19/2020,5541.421875,5598.523926,5541.313965,5594.059082,5594.059082,166665200
11/20/2020,394,416,392,394,394,480473600,11/20/2020,5602.783203,5628.441895,5563.654785,5571.655762,5571.655762,215797300
11/23/2020,396,408,394,396,396,141866900,11/23/2020,5583.330078,5652.76416,5583.330078,5652.76416,5652.76416,189943100
11/24/2020,400,404,394,396,396,139754300,11/24/2020,5677.299805,5710.380859,5667.368164,5701.028809,5701.028809,240469400
11/25/2020,400,402,382,384,384,120879600,11/25/2020,5735.13623,5770.661133,5666.76416,5679.24707,5679.24707,325423300
11/26/2020,386,390,376,382,382,70793900,11/26/2020,5669.664063,5759.916016,5669.664063,5759.916016,5759.916016,248292500
11/27/2020,382,408,382,394,394,261201600,11/27/2020,5773.555176,5795.835938,5745.884766,5783.334961,5783.334961,251434900
11/30/2020,396,402,368,378,378,139523400,11/30/2020,5779.670898,5798.291992,5563.861816,5612.415039,5612.415039,319900500
12/1/2020,382,426,382,410,410,933204900,12/1/2020,5637.894043,5736.318848,5594.277832,5724.742188,5724.742188,209477700
12/2/2020,416,434,410,416,416,417141900,12/2/2020,5755.175781,5813.986816,5734.26123,5813.986816,5813.986816,219110200
12/3/2020,416,458,416,436,436,555432400,12/3/2020,5833.323242,5853.155762,5797.013184,5822.941895,5822.941895,238397400
12/4/2020,438,444,422,436,436,160287800,12/4/2020,5820.819824,5823.324219,5775.569824,5810.48291,5810.48291,173857900
12/7/2020,450,464,444,448,448,196662700,12/7/2020,5854.303223,5941.352051,5854.303223,5930.758789,5930.758789,226790300
12/8/2020,450,460,444,446,446,193176700,12/8/2020,5947.658203,5961.778809,5911.098145,5944.40918,5944.40918,294205100
12/10/2020,446,458,446,450,450,101260600,12/10/2020,5976.999023,6004.422852,5911.914063,5933.698242,5933.698242,264587600
12/11/2020,460,470,452,454,454,163549900,12/11/2020,5946.358887,5976.568848,5924.371094,5938.329102,5938.329102,217654500
12/14/2020,458,460,444,446,446,111101500,12/14/2020,5959.274902,6013.951172,5959.274902,6012.516113,6012.516113,226876100
12/15/2020,446,456,430,440,440,241763900,12/15/2020,6013.51123,6023.214844,5965.805176,6010.12793,6010.12793,194411200
12/16/2020,448,456,444,446,446,124536000,12/16/2020,6046.866211,6123.953125,6046.866211,6118.401855,6118.401855,291042900
12/17/2020,448,452,434,440,440,102409400,12/17/2020,6133.096191,6160.977051,6075.832031,6113.381836,6113.381836,321737000
12/18/2020,440,478,438,454,454,522562300,12/18/2020,6106.250977,6142.85791,6091.397949,6104.324219,6104.324219,257981400
